Booking_ID,Hotel_Type,Hotel_Location,Booking_Date,Arrival_Date,Lead_Time_Days,Weekend_Nights,Weekday_Nights,Adults,Children,Babies,Country,Market_Segment,Distribution_Channel,Is_Repeated_Guest,Previous_Cancellations,Previous_Bookings,Room_Type_Reserved,Room_Type_Assigned,Booking_Changes,Deposit_Type,Agent_ID,Days_In_Waiting_List,Customer_Type,Meal_Type,Total_Nights,ADR,Required_Car_Parking_Spaces,Total_Special_Requests,Satisfaction_Score,Reservation_Status,Is_Canceled,Reservation_Status_Date,Estimated_Revenue,Has_Company,Arrival_Month,Arrival_Year,Total_Guests
HTL003694,City Hotel,Dubai,2025-07-13,2025-12-21,161,2,1,2,0.0,0,Chn,Online Ta,Ta/To,0,0,0,F,F,1,Non Refund,18.0,2.5,Transient,Undefined,3.0,150.08,0,2,4.14,Canceled,1,2025-12-21,450.25,0,December,2025,2.0
HTL006814,City Hotel,London,2025-10-03,2026-02-27,147,0,1,2,0.0,0,Can,Online Ta,Ta/To,1,0,8,D,A,0,No Deposit,9.0,0.0,Transient-Party,Hb,1.0,91.71,0,3,3.89,Canceled,1,2026-02-28,91.71,0,February,2026,2.0
HTL012347,Resort Hotel,Goa,2025-12-21,2026-03-16,85,2,1,2,3.0,0,Pol,Offline Ta/To,Ta/To,0,0,0,D,E,1,No Deposit,51.0,0.0,Group,Fb,3.0,160.62,0,0,3.87,Check-Out,0,2026-03-18,481.85,0,March,2026,5.0
HTL015262,City Hotel,London,2024-09-18,2024-10-17,29,0,7,2,0.0,0,Che,Direct,Direct,0,0,0,E,E,0,No Deposit,106.0,0.0,Transient,Sc,7.0,115.88,2,0,3.79,Check-Out,0,2024-10-24,811.14,0,October,2024,2.0
HTL023820,City Hotel,Barcelona,2025-06-24,2025-12-11,170,0,5,3,0.0,0,Ita,Online Ta,Ta/To,1,0,11,B,B,1,No Deposit,114.0,0.0,Contract,Undefined,5.0,100.53,0,0,3.39,Check-Out,0,2025-12-13,502.63,0,December,2025,3.0
HTL016172,City Hotel,Dubai,2025-03-17,2026-01-29,318,1,0,2,0.0,0,Fra,Direct,Direct,0,0,0,A,A,0,No Deposit,137.0,0.0,Transient,Bb,1.0,72.2,0,1,3.61,No-Show,1,2026-01-30,72.2,0,January,2026,2.0
HTL012371,City Hotel,Lisbon,2025-02-09,2025-05-22,102,0,3,2,0.0,0,Che,Online Ta,Ta/To,0,0,0,E,B,0,No Deposit,2.0,2.5,Contract,Hb,3.0,130.49,0,0,3.0,Check-Out,0,2025-05-23,391.46,0,May,2025,2.0
HTL010808,City Hotel,London,2024-02-20,2024-06-02,103,0,4,2,0.0,0,Jpn,Offline Ta/To,Ta/To,0,0,0,G,G,0,No Deposit,45.0,2.5,Transient,Hb,4.0,204.0,0,1,3.63,Canceled,1,2024-06-05,816.0,0,June,2024,2.0
HTL016083,Resort Hotel,Maldives,2024-07-30,2024-08-22,23,2,2,2,0.0,0,Prt,Groups,Direct,0,0,0,C,C,0,No Deposit,174.0,0.0,Transient-Party,Fb,4.0,144.84,0,0,4.02,No-Show,1,2024-08-24,579.38,1,August,2024,2.0
HTL008307,City Hotel,Dubai,2025-06-06,2026-01-01,209,1,4,2,0.0,0,Pol,Offline Ta/To,Ta/To,0,0,0,D,D,0,No Deposit,81.0,0.0,Group,Fb,5.0,75.42,0,2,3.86,Canceled,1,2026-01-02,377.11,0,January,2026,2.0
HTL002285,City Hotel,Dubai,2024-09-12,2025-02-28,169,0,5,2,0.0,0,Can,Direct,Direct,0,0,0,H,H,0,Non Refund,0.0,2.0,Transient-Party,Undefined,5.0,146.97,0,0,4.14,Canceled,1,2025-03-03,734.87,0,February,2025,2.0
HTL021856,City Hotel,Lisbon,2024-11-06,2025-07-03,239,1,3,2,0.0,0,Aus,Direct,Direct,0,0,0,H,B,0,No Deposit,86.0,1.0,Transient-Party,Hb,4.0,188.12,0,0,3.02,Check-Out,0,2025-07-03,752.47,0,July,2025,2.0
HTL022778,City Hotel,Amsterdam,2025-10-11,2025-11-09,29,1,2,2,0.0,0,Swe,Groups,Ta/To,0,0,0,C,C,1,Non Refund,74.0,2.0,Group,Sc,3.0,88.77,0,0,3.74,Check-Out,0,2025-11-09,266.31,1,November,2025,2.0
HTL006716,Resort Hotel,Maldives,2024-07-04,2025-01-23,203,1,2,3,1.0,0,Irl,Corporate,Corporate,1,0,6,B,B,0,No Deposit,157.0,0.0,Transient,Hb,3.0,130.22,0,0,3.84,Check-Out,0,2025-01-26,390.66,1,January,2025,4.0
HTL000278,Resort Hotel,Phuket,2025-06-02,2025-08-15,74,2,2,2,1.0,0,Che,Direct,Direct,1,2,10,C,C,0,Non Refund,140.0,0.0,Contract,Sc,4.0,188.28,2,2,4.18,No-Show,1,2025-08-16,753.12,0,August,2025,3.0
HTL022295,City Hotel,Lisbon,2024-03-17,2025-01-24,313,3,2,2,0.0,0,Deu,Online Ta,Ta/To,0,0,0,C,C,0,No Deposit,145.0,0.0,Contract,Sc,5.0,67.96,0,2,3.93,Canceled,1,2025-01-28,339.78,0,January,2025,2.0
HTL016270,City Hotel,Lisbon,2025-04-04,2025-04-18,14,1,3,2,0.0,0,Fra,Online Ta,Ta/To,0,0,0,C,C,2,Non Refund,141.0,0.0,Transient,Hb,4.0,106.74,0,1,4.06,Canceled,1,2025-04-18,426.95,0,April,2025,2.0
HTL001153,City Hotel,Amsterdam,2024-05-16,2025-05-04,353,3,3,3,1.0,0,Are,Offline Ta/To,Ta/To,0,0,0,B,B,1,Non Refund,30.0,1.0,Transient-Party,Hb,6.0,98.85,0,0,4.69,Canceled,1,2025-05-04,593.08,0,May,2025,4.0
HTL023888,City Hotel,Lisbon,2025-08-04,2026-04-08,247,1,0,3,1.0,0,Jpn,Corporate,Corporate,0,0,0,G,G,0,Non Refund,7.0,0.0,Group,Hb,1.0,142.26,0,3,4.71,No-Show,1,2026-04-08,142.26,0,April,2026,4.0
HTL018376,Resort Hotel,Maldives,2025-06-17,2025-07-26,39,1,0,2,0.0,0,Aus,Online Ta,Ta/To,0,0,0,D,D,0,No Deposit,135.0,0.0,Contract,Undefined,1.0,164.65,0,0,4.08,Check-Out,0,2025-07-27,164.65,0,July,2025,2.0
HTL001710,City Hotel,Dubai,2025-03-13,2026-02-25,349,1,3,2,2.0,0,Bra,Online Ta,Ta/To,0,0,0,B,B,1,Non Refund,100.0,2.0,Transient-Party,Hb,4.0,55.43,0,2,4.04,No-Show,1,2026-02-26,221.73,0,February,2026,4.0
HTL010688,City Hotel,Dubai,2024-04-25,2025-01-02,252,1,5,2,3.0,0,Jpn,Offline Ta/To,Ta/To,0,0,0,G,A,0,Non Refund,133.0,0.0,Group,Bb,6.0,143.94,0,0,3.26,Canceled,1,2025-01-02,863.65,0,January,2025,5.0
HTL024186,Resort Hotel,Algarve,2024-12-22,2025-09-22,274,0,3,2,0.0,0,Can,Direct,Direct,0,0,0,G,G,3,No Deposit,71.0,0.0,Transient,Bb,3.0,227.89,1,1,3.93,Canceled,1,2025-09-23,683.68,0,September,2025,2.0
HTL005382,Resort Hotel,Goa,2025-03-03,2025-03-17,14,3,3,3,0.0,0,Pol,Online Ta,Ta/To,0,0,0,F,F,0,No Deposit,7.0,0.0,Group,Hb,6.0,196.06,0,2,3.86,Canceled,1,2025-03-17,1176.36,0,March,2025,3.0
HTL018351,City Hotel,London,2025-12-26,2026-11-01,310,3,4,3,1.0,0,Can,Offline Ta/To,Ta/To,0,0,0,C,C,1,No Deposit,152.0,0.0,Contract,Fb,7.0,100.95,0,2,3.65,No-Show,1,2026-11-05,706.65,0,November,2026,4.0
HTL008173,City Hotel,Dubai,2024-10-19,2025-07-26,280,2,1,4,0.0,0,Usa,Groups,Direct,0,0,0,H,H,0,Non Refund,62.0,0.0,Transient-Party,Fb,3.0,163.38,0,3,3.79,Canceled,1,2025-07-27,490.14,1,July,2025,4.0
HTL012668,City Hotel,Barcelona,2024-02-26,2024-08-13,169,3,3,2,1.0,0,Irl,Corporate,Corporate,1,0,8,F,H,0,Non Refund,60.0,0.0,Group,Undefined,6.0,177.83,1,0,3.92,Canceled,1,2024-08-18,1067.0,1,August,2024,3.0
HTL017556,Resort Hotel,Goa,2025-11-22,2026-10-02,314,1,6,2,0.0,0,Irl,Online Ta,Ta/To,0,0,0,B,B,1,No Deposit,172.0,0.0,Contract,Bb,7.0,137.42,0,0,3.93,Check-Out,0,2026-10-02,961.97,0,October,2026,2.0
HTL010222,City Hotel,Dubai,2024-05-13,2025-03-07,298,0,3,2,0.0,0,Irl,Online Ta,Ta/To,0,0,0,B,B,1,Non Refund,166.0,0.0,Transient,Sc,3.0,76.55,0,2,3.74,No-Show,1,2025-03-07,229.66,0,March,2025,2.0
HTL005594,Resort Hotel,Algarve,2024-11-02,2025-02-06,96,1,5,2,0.0,0,Are,Online Ta,Ta/To,0,0,0,F,F,0,Non Refund,132.0,0.0,Transient,Hb,6.0,162.17,0,3,3.18,Canceled,1,2025-02-10,973.04,0,February,2025,2.0
HTL010040,City Hotel,Barcelona,2024-04-29,2024-05-11,12,3,0,2,0.0,0,Are,Online Ta,Ta/To,0,0,0,C,C,0,Non Refund,86.0,2.0,Contract,Undefined,3.0,134.18,0,0,3.25,Canceled,1,2024-05-11,402.55,0,May,2024,2.0
HTL024387,Resort Hotel,Unknown,2025-04-27,2025-12-31,248,3,3,2,2.0,0,Are,Online Ta,Ta/To,0,0,0,B,B,0,Non Refund,7.0,0.0,Transient,Undefined,6.0,134.6,0,0,4.83,Canceled,1,2026-01-02,807.58,0,December,2025,4.0
HTL021639,Resort Hotel,Goa,2024-01-26,2024-06-30,156,0,5,2,1.0,0,Sau,Corporate,Corporate,0,0,0,H,H,1,Non Refund,40.0,0.0,Transient-Party,Sc,5.0,243.41,1,0,4.3,Canceled,1,2024-07-03,1217.06,1,June,2024,3.0
HTL008466,Resort Hotel,Algarve,2024-10-31,2025-08-06,279,0,4,3,2.0,0,Nld,Offline Ta/To,Ta/To,0,0,0,H,H,1,Non Refund,83.0,0.0,Transient-Party,Sc,4.0,263.84124999999995,1,0,4.13,Canceled,1,2025-08-07,1143.92,0,August,2025,5.0
HTL013773,Resort Hotel,Phuket,2024-06-25,2025-01-07,196,0,6,3,0.0,0,Are,Offline Ta/To,Ta/To,0,0,0,C,C,2,No Deposit,145.0,0.0,Group,Sc,6.0,99.3,0,2,4.17,Canceled,1,2025-01-08,595.83,0,January,2025,3.0
HTL022265,City Hotel,Amsterdam,2024-12-01,2025-10-19,322,0,3,3,0.0,0,Esp,Offline Ta/To,Ta/To,0,0,0,A,A,2,No Deposit,92.0,0.0,Contract,Fb,3.0,99.93,0,1,3.71,Canceled,1,2025-10-22,299.78,0,October,2025,3.0
HTL003608,City Hotel,Lisbon,2024-06-22,2024-07-23,31,0,4,2,0.0,0,Prt,Online Ta,Ta/To,0,0,0,C,C,0,Non Refund,34.0,2.5,Group,Hb,4.0,114.3,0,1,3.78,Canceled,1,2024-07-26,457.2,0,July,2024,2.0
HTL019614,Resort Hotel,Algarve,2025-08-22,2026-08-13,356,0,6,2,1.0,0,Fra,Online Ta,Ta/To,0,0,0,E,E,1,Non Refund,20.0,0.0,Transient,Fb,6.0,231.05,0,0,4.5,Canceled,1,2026-08-14,1386.27,0,August,2026,3.0
HTL008451,City Hotel,Dubai,2025-06-19,2025-07-03,14,2,2,2,0.0,0,Bel,Online Ta,Ta/To,0,0,0,C,C,0,No Deposit,62.0,0.0,Transient,Undefined,4.0,109.28,0,1,3.81,Check-Out,0,2025-07-04,437.11,0,July,2025,2.0
HTL006181,City Hotel,Lisbon,2024-06-14,2024-11-21,160,0,5,2,1.0,0,Swe,Offline Ta/To,Ta/To,0,0,0,G,G,0,Non Refund,98.0,0.0,Transient,Hb,5.0,125.68,0,1,3.74,Canceled,1,2024-11-23,628.4,0,November,2024,3.0
HTL014489,City Hotel,Lisbon,2025-11-16,2026-09-22,310,0,1,2,0.0,0,Can,Offline Ta/To,Ta/To,0,0,0,C,C,1,No Deposit,127.0,2.5,Contract,Hb,1.0,104.97,0,0,3.6,Canceled,1,2026-09-22,104.97,0,September,2026,2.0
HTL010955,City Hotel,Lisbon,2025-09-04,2026-05-08,246,3,5,3,0.0,0,Che,Direct,Direct,0,0,0,G,G,0,Non Refund,94.0,0.0,Contract,Bb,8.0,126.16,0,1,4.11,Canceled,1,2026-05-15,1009.27,0,May,2026,3.0
HTL012978,Resort Hotel,Maldives,2025-12-25,2026-11-27,337,1,2,2,0.0,0,Bra,Offline Ta/To,Ta/To,0,0,0,E,E,0,No Deposit,107.0,1.0,Group,Bb,3.0,122.88,0,2,3.84,Canceled,1,2026-11-28,368.64,0,November,2026,2.0
HTL006108,Resort Hotel,Maldives,2024-08-05,2025-04-16,254,0,6,3,0.0,0,Nor,Online Ta,Ta/To,0,0,0,F,F,2,No Deposit,74.0,0.0,Transient-Party,Sc,6.0,196.79,0,0,3.85,Canceled,1,2025-04-18,1180.76,0,April,2025,3.0
HTL007889,Resort Hotel,Algarve,2024-11-07,2024-12-24,47,1,6,4,0.0,0,Usa,Direct,Direct,0,0,0,E,E,1,No Deposit,103.0,0.0,Contract,Hb,7.0,197.48,1,0,5.0,Check-Out,0,2024-12-28,1382.37,0,December,2024,4.0
HTL010280,City Hotel,Lisbon,2024-08-10,2024-08-24,14,1,2,2,0.0,0,Aus,Direct,Direct,1,0,4,B,B,1,Non Refund,147.0,0.0,Contract,Fb,3.0,95.66,0,1,3.41,Canceled,1,2024-08-27,286.98,0,August,2024,2.0
HTL001800,City Hotel,Dubai,2024-08-29,2024-11-07,70,1,0,2,0.0,0,Che,Offline Ta/To,Ta/To,1,0,12,E,E,2,Non Refund,169.0,1.0,Contract,Hb,1.0,111.15,0,1,3.82,Canceled,1,2024-11-08,111.15,0,November,2024,2.0
HTL018795,Resort Hotel,Maldives,2025-02-09,2025-03-22,41,1,2,2,1.0,0,Esp,Online Ta,Ta/To,0,0,0,F,F,0,No Deposit,37.0,0.0,Transient-Party,Bb,3.0,199.4,2,1,4.09,Canceled,1,2025-03-22,598.19,0,March,2025,3.0
HTL000749,City Hotel,London,2025-02-06,2025-06-19,133,0,1,2,1.0,0,Can,Offline Ta/To,Ta/To,1,0,3,E,E,0,Non Refund,167.0,0.0,Transient,Bb,1.0,139.33,0,1,3.99,Canceled,1,2025-06-19,139.33,0,June,2025,3.0
HTL020208,Resort Hotel,Phuket,2024-01-02,2024-02-13,42,2,5,3,0.0,0,Jpn,Online Ta,Ta/To,0,0,0,D,D,1,No Deposit,80.0,0.0,Transient,Bb,7.0,130.11,1,0,3.79,Check-Out,0,2024-02-15,910.77,0,February,2024,3.0
HTL014815,Resort Hotel,Phuket,2024-02-16,2024-07-11,146,2,2,3,0.0,0,Sau,Groups,Corporate,0,0,0,C,C,1,Non Refund,148.0,2.5,Transient-Party,Undefined,4.0,144.38,0,1,3.87,Canceled,1,2024-07-15,577.5,1,July,2024,3.0
HTL019187,City Hotel,Lisbon,2025-05-12,2026-04-07,330,1,3,2,0.0,0,Chn,Groups,Corporate,0,0,0,D,D,0,Non Refund,25.0,2.0,Group,Bb,4.0,118.24,0,0,3.84,Canceled,1,2026-04-11,472.98,1,April,2026,2.0
HTL005608,City Hotel,Barcelona,2025-04-05,2025-11-06,215,0,4,2,0.0,0,Usa,Direct,Direct,0,0,0,C,C,2,No Deposit,172.0,0.0,Transient-Party,Sc,4.0,90.26,1,0,3.84,Check-Out,0,2025-11-07,361.04,0,November,2025,2.0
HTL019845,Resort Hotel,Bali,2025-09-22,2026-09-20,363,0,7,2,0.0,0,Nld,Online Ta,Ta/To,0,0,0,D,D,0,Non Refund,29.0,0.0,Transient,Hb,7.0,148.88,0,1,3.83,Canceled,1,2026-09-20,1042.19,0,September,2026,2.0
HTL017403,City Hotel,Barcelona,2025-02-12,2025-03-08,24,1,1,2,0.0,0,Sau,Offline Ta/To,Ta/To,0,0,0,A,A,0,No Deposit,137.0,0.0,Transient-Party,Hb,2.0,83.69,2,2,3.4,Check-Out,0,2025-03-09,167.39,0,March,2025,2.0
HTL016753,City Hotel,Dubai,2024-03-30,2025-01-18,294,0,4,2,0.0,0,Bra,Online Ta,Ta/To,0,0,0,H,B,1,No Deposit,61.0,0.0,Group,Bb,4.0,156.13,0,0,3.72,Canceled,1,2025-01-22,624.54,0,January,2025,2.0
HTL014956,Resort Hotel,Algarve,2025-12-28,2026-11-08,315,0,4,1,0.0,0,Sau,Online Ta,Ta/To,0,0,0,A,A,0,Non Refund,140.0,2.5,Transient,Sc,4.0,81.2,0,2,4.37,Canceled,1,2026-11-12,324.81,0,November,2026,1.0
HTL007849,City Hotel,Dubai,2025-07-04,2026-04-20,290,0,2,2,0.0,0,Che,Groups,Corporate,0,0,0,E,D,0,No Deposit,177.0,1.0,Transient-Party,Hb,2.0,124.93,0,1,3.94,Check-Out,0,2026-04-21,249.86,1,April,2026,2.0
HTL007916,Resort Hotel,Algarve,2025-10-13,2026-01-25,104,3,2,3,0.0,0,Jpn,Direct,Direct,1,0,10,G,C,0,Non Refund,44.0,0.0,Transient-Party,Undefined,5.0,177.64,0,4,4.3,Canceled,1,2026-01-25,888.21,0,January,2026,3.0
HTL020983,Resort Hotel,Goa,2025-04-27,2025-07-27,91,2,2,3,0.0,0,Sau,Online Ta,Ta/To,1,1,11,A,C,0,No Deposit,148.0,0.0,Contract,Hb,4.0,144.71,0,1,3.55,Canceled,1,2025-07-27,578.83,0,July,2025,3.0
HTL011347,City Hotel,Amsterdam,2024-02-03,2024-10-08,248,0,1,2,0.0,0,Fra,Online Ta,Ta/To,1,0,2,H,A,0,Non Refund,77.0,0.0,Group,Fb,1.0,174.14,0,1,3.56,Canceled,1,2024-10-08,174.14,0,October,2024,2.0
HTL019628,City Hotel,Dubai,2025-12-19,2026-07-04,197,0,3,3,1.0,0,Usa,Offline Ta/To,Ta/To,1,2,1,C,C,0,Non Refund,53.0,0.0,Transient-Party,Bb,3.0,98.9,0,2,3.49,Canceled,1,2026-07-06,296.69,0,July,2026,4.0
HTL018982,City Hotel,Amsterdam,2025-07-07,2026-05-29,326,3,0,2,1.0,0,Are,Offline Ta/To,Ta/To,0,0,0,D,H,0,Non Refund,136.0,0.0,Group,Fb,3.0,87.27,0,2,4.75,Canceled,1,2026-05-30,261.81,0,May,2026,3.0
HTL021524,City Hotel,London,2025-08-09,2026-01-09,153,2,0,2,0.0,0,Esp,Groups,Corporate,0,0,0,D,D,2,Non Refund,132.0,0.0,Contract,Hb,2.0,62.04,1,1,4.0,Check-Out,0,2026-01-09,124.08,1,January,2026,2.0
HTL011502,City Hotel,Barcelona,2024-12-15,2025-10-29,318,2,2,1,0.0,0,Ita,Online Ta,Ta/To,0,0,0,E,E,0,Non Refund,66.0,0.0,Transient,Bb,4.0,156.0,1,1,3.73,Canceled,1,2025-10-30,624.01,0,October,2025,1.0
HTL009263,Resort Hotel,Maldives,2025-11-19,2026-08-05,259,2,2,3,0.0,0,Are,Offline Ta/To,Ta/To,0,0,0,F,F,1,Non Refund,66.0,0.0,Group,Sc,4.0,254.3,0,1,3.59,Canceled,1,2026-08-05,1017.2,0,August,2026,3.0
HTL005485,City Hotel,Lisbon,2024-03-29,2024-10-27,212,2,1,2,0.0,0,Usa,Online Ta,Ta/To,0,0,0,F,F,0,No Deposit,87.0,2.5,Group,Undefined,3.0,114.51,0,0,3.42,Canceled,1,2024-10-29,343.54,0,October,2024,2.0
HTL013423,Resort Hotel,Algarve,2024-06-02,2025-05-30,362,1,0,1,0.0,0,Ind,Offline Ta/To,Ta/To,0,0,0,G,C,1,Non Refund,143.0,0.0,Group,Hb,1.0,209.02,0,0,3.79,Canceled,1,2025-05-31,209.02,0,May,2025,1.0
HTL016000,City Hotel,Amsterdam,2025-06-05,2025-10-13,130,0,1,2,0.0,0,Bel,Direct,Direct,1,0,7,C,C,0,No Deposit,121.0,0.0,Contract,Fb,1.0,105.58,0,1,3.51,Check-Out,0,2025-10-14,105.58,0,October,2025,2.0
HTL001590,Resort Hotel,Algarve,2024-03-24,2025-02-16,329,0,6,2,1.0,0,Irl,Online Ta,Ta/To,0,0,0,F,F,1,Non Refund,158.0,0.0,Transient-Party,Hb,6.0,178.98,0,3,4.41,Canceled,1,2025-02-20,1073.85,0,February,2025,3.0
HTL016647,Resort Hotel,Phuket,2024-01-13,2024-05-30,138,0,1,2,0.0,0,Dnk,Online Ta,Ta/To,0,0,0,G,F,1,No Deposit,101.0,1.0,Group,Bb,1.0,239.8,0,0,3.28,Check-Out,0,2024-05-30,239.8,0,May,2024,2.0
HTL007958,Resort Hotel,Maldives,2025-03-22,2026-03-21,364,2,3,4,1.0,0,Swe,Online Ta,Ta/To,1,0,10,H,H,1,No Deposit,137.0,2.0,Transient,Fb,5.0,174.3,0,3,4.4,Canceled,1,2026-03-25,871.52,0,March,2026,5.0
HTL020336,City Hotel,Barcelona,2024-11-25,2025-07-02,219,3,1,2,0.0,0,Can,Direct,Direct,1,0,8,F,F,0,Non Refund,161.0,0.0,Group,Undefined,4.0,176.94,0,0,4.02,Canceled,1,2025-07-02,707.77,0,July,2025,2.0
HTL014828,Resort Hotel,Maldives,2025-09-01,2026-06-04,276,1,3,2,0.0,0,Pol,Online Ta,Ta/To,0,0,0,H,H,0,Non Refund,172.0,0.0,Transient,Fb,4.0,263.84124999999995,0,1,4.5,Check-Out,0,2026-06-06,1076.82,0,June,2026,2.0
HTL012742,City Hotel,Lisbon,2024-10-22,2025-09-22,335,3,3,2,0.0,0,Jpn,Groups,Direct,0,0,0,A,A,0,Non Refund,20.0,2.0,Group,Undefined,6.0,108.45,1,0,3.24,Canceled,1,2025-09-22,650.68,1,September,2025,2.0
HTL022490,Resort Hotel,Algarve,2024-05-03,2024-08-26,115,1,6,2,0.0,0,Dnk,Online Ta,Ta/To,0,0,0,G,G,0,Non Refund,3.0,0.0,Contract,Sc,7.0,242.42,0,0,3.86,Canceled,1,2024-09-02,1497.9950000000001,0,August,2024,2.0
HTL014789,Resort Hotel,Goa,2024-07-29,2025-07-09,345,1,1,2,1.0,0,Jpn,Online Ta,Ta/To,0,0,0,F,F,0,Non Refund,173.0,0.0,Group,Bb,2.0,213.89,1,1,3.91,No-Show,1,2025-07-11,427.78,0,July,2025,3.0
HTL000211,Resort Hotel,Algarve,2024-05-22,2024-11-22,184,3,0,2,0.0,0,Chn,Direct,Direct,0,0,0,H,H,0,No Deposit,61.0,0.0,Transient-Party,Sc,3.0,250.17,0,1,3.95,Check-Out,0,2024-11-24,750.51,0,November,2024,2.0
HTL021994,Resort Hotel,Algarve,2025-11-13,2026-09-14,305,2,0,2,0.0,0,Irl,Online Ta,Ta/To,0,0,0,A,A,0,No Deposit,45.0,0.0,Contract,Undefined,2.0,103.61,1,0,4.25,Canceled,1,2026-09-16,207.21,0,September,2026,2.0
HTL014779,Resort Hotel,Goa,2024-09-27,2025-04-17,202,1,0,2,1.0,0,Are,Online Ta,Ta/To,0,0,0,G,G,1,Non Refund,115.0,0.0,Group,Fb,1.0,218.49,0,4,3.77,Canceled,1,2025-04-18,218.49,0,April,2025,3.0
HTL003904,Resort Hotel,Algarve,2025-05-27,2026-04-12,320,0,2,2,0.0,0,Nor,Online Ta,Ta/To,0,0,0,D,D,0,No Deposit,47.0,0.0,Transient,Fb,2.0,153.16,0,1,3.41,Canceled,1,2026-04-12,306.32,0,April,2026,2.0
HTL022286,City Hotel,London,2024-09-02,2025-02-24,175,3,1,3,0.0,0,Usa,Online Ta,Ta/To,0,0,0,E,E,0,Non Refund,17.0,0.0,Transient-Party,Sc,4.0,87.83,0,1,4.08,Canceled,1,2025-02-27,351.3,0,February,2025,3.0
HTL004412,Resort Hotel,Goa,2024-02-23,2024-10-03,223,3,2,2,1.0,0,Fra,Online Ta,Ta/To,0,0,0,A,A,2,Non Refund,157.0,0.0,Contract,Hb,5.0,146.39,1,1,3.82,Canceled,1,2024-10-08,731.95,0,October,2024,3.0
HTL018096,City Hotel,Dubai,2025-07-05,2025-12-18,166,1,0,2,0.0,0,Ita,Online Ta,Ta/To,0,0,0,F,F,0,Non Refund,81.0,0.0,Transient,Undefined,1.0,186.48,0,1,3.65,Canceled,1,2025-12-18,186.48,0,December,2025,2.0
HTL024948,City Hotel,Lisbon,2024-02-02,2024-04-07,65,1,1,2,0.0,0,Swe,Online Ta,Ta/To,0,0,0,H,H,0,Non Refund,176.0,0.0,Transient-Party,Hb,2.0,167.61,0,3,4.7,Canceled,1,2024-04-08,335.22,0,April,2024,2.0
HTL001303,City Hotel,Lisbon,2024-03-09,2024-11-27,263,2,2,2,1.0,0,Fra,Direct,Direct,0,0,0,E,E,0,No Deposit,53.0,0.0,Contract,Undefined,4.0,76.28,0,1,3.54,Canceled,1,2024-11-29,305.14,0,November,2024,3.0
HTL014961,Resort Hotel,Phuket,2025-08-08,2026-06-27,323,0,2,1,0.0,0,Unknown,Groups,Ta/To,0,0,0,D,D,0,Non Refund,34.0,0.0,Transient,Fb,2.0,134.405,0,0,3.25,Canceled,1,2026-06-29,352.78,1,June,2026,1.0
HTL005326,City Hotel,Lisbon,2024-03-21,2024-12-23,277,0,1,2,0.0,0,Nld,Online Ta,Ta/To,0,0,0,C,C,0,Non Refund,42.0,0.0,Transient-Party,Fb,1.0,123.14,0,3,3.81,Check-Out,0,2024-12-24,123.14,0,December,2024,2.0
HTL012642,City Hotel,Lisbon,2024-04-17,2025-02-13,302,2,4,3,0.0,0,Fra,Direct,Direct,0,0,0,D,D,0,No Deposit,121.0,0.0,Transient,Sc,6.0,95.88,0,1,3.41,Canceled,1,2025-02-14,575.27,0,February,2025,3.0
HTL004062,Resort Hotel,Algarve,2024-04-20,2024-06-27,68,3,2,2,0.0,0,Swe,Groups,Corporate,0,0,0,G,G,0,Non Refund,108.0,0.0,Transient,Hb,5.0,217.93,0,2,3.48,Check-Out,0,2024-06-29,1089.65,1,June,2024,2.0
HTL005986,Resort Hotel,Phuket,2024-08-10,2024-11-06,88,3,3,2,0.0,0,Bel,Direct,Direct,0,0,0,E,E,0,No Deposit,91.0,0.0,Transient,Undefined,6.0,168.71,1,2,4.83,Check-Out,0,2024-11-08,1012.24,0,November,2024,2.0
HTL020015,City Hotel,Barcelona,2025-09-27,2026-06-06,252,0,6,3,0.0,0,Usa,Corporate,Corporate,0,0,0,E,E,1,No Deposit,130.0,2.5,Group,Fb,6.0,150.17,0,0,3.68,No-Show,1,2026-06-10,901.02,1,June,2026,3.0
HTL024655,City Hotel,Amsterdam,2024-11-25,2025-05-07,163,3,0,2,1.0,0,Unknown,Direct,Direct,0,0,0,E,E,0,Non Refund,159.0,0.0,Transient-Party,Fb,3.0,136.23,0,1,3.97,Canceled,1,2025-05-09,408.7,0,May,2025,3.0
HTL007192,Resort Hotel,Phuket,2025-05-22,2025-12-29,221,0,7,2,0.0,0,Usa,Online Ta,Ta/To,0,0,0,F,F,1,Non Refund,82.0,0.0,Contract,Undefined,7.0,242.62,0,0,4.07,Canceled,1,2026-01-02,1497.9950000000001,0,December,2025,2.0
HTL015682,City Hotel,Lisbon,2025-10-17,2025-12-18,62,1,2,2,0.0,0,Bra,Offline Ta/To,Ta/To,0,0,0,E,E,1,Non Refund,83.0,0.0,Group,Bb,3.0,147.38,0,0,3.58,Canceled,1,2025-12-20,442.14,0,December,2025,2.0
HTL013058,City Hotel,London,2024-03-19,2025-02-23,341,0,3,2,0.0,0,Ita,Offline Ta/To,Ta/To,0,0,0,H,H,0,Non Refund,99.0,0.0,Transient,Undefined,3.0,162.34,0,1,3.69,Canceled,1,2025-02-23,487.01,0,February,2025,2.0
